type_id,sub_object,sub_object_code,object,object_code,character,character_code
3797,Hotel Room Tax,412210,Hotel Room Tax,412,Other Local Taxes,412
3798,Landing Fees - Other Marine,436770,Port-Other Marine Rent-Concess,436,Rents & Concessions,435
3799,Exp Rec Fr PUC (AAO),865UC,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
3800,Exp Rec Fr Comm Health Svc AAO,486370,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
3801,Repatriation Reimbursement Rev,444927,Federal-Other,444,Intergovernmental Rev-Federal,440
3802,Workstations -Special Purchase,560970,Equipment Purchase,EQUIP_PURCH,Capital Outlay,CAP_OUTLAY
3803,OTO To 2S/NDF-NeghborhoodDevFd,591160,Other Operating Transfers Out,OTH_OPER_TF_OUT,Transfers Out,OPER_TFR_OUT
3804,Premium Plan Review,461102,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
3805,Admn OfficeTx OCOH Nov18 PropC,411226,Gross Receipts Tax,GROSS_REC_TAX,Business Taxes,BUS_TAX
3806,Artwork,560110,Equipment Purchase,560,Capital Outlay,560
3807,Exp Rec Fr Treas/Tax Coll (AAO),865TR,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
3808,Unallocated Gen Property Taxes,410999,Other Property Tax,OTH_PROP_TAX,Property Taxes,PROP_TAX
3809,Local Tax,412999,Other Local Taxes,412,Other Local Taxes,412
3810,Exp Rec Fr Fire Dept (AAO),486340,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
3811,GF-Mayor'S Office Services,581690,GF-Mayor'S Office Services,581690,Services Of Other Depts,SVCS_OTHER_DEPTS
3812,Flex Benefit Package - Budget,519100,Other Fringe Benefits,OTH_FR_BEN,Mandatory Fringe Benefits,MAND_FRING_BEN
3813,Medical Equip Maint,529410,Maintenance Svcs-Equipment,529,Non Personnel Services,521
3814,Other Fringe Benefits,519990,Other Fringe Benefits,519,Mandatory Fringe Benefits,513
3815,Sale Of Electricity,477211,SFO-Electricity,SFO_ELECT,Other Revenues,OTH_REV
3816,Veterans BuildingOccupancyFees,462861,Concerts: Exhibits & Performan,CONC_EXHIB_PRFRM,Charges for Services,CHGS_FOR_SERVICES
3817,Grants & Forgivable Loans,539220,Grants & Forgivable Loans,539220,Other Support/Care of Persons,OTH_SUP_CARE_PERS
3818,GF-Gen-Goboc 0.1% Recovery,581420,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3819,Hlth Posttax-HlthPlanBluShield,473166,Health Serv Fund-Emply Contrib,469,Charges For Services,460
3820,CTO To 5H-General Hospital Fd,591010,Contribution Transfers Out,CONT_TFR_OUT,Transfers Out,OPER_TFR_OUT
3821,Parking Plan Admin Fees,461122,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
3822,Ambulance Permit Fee,460902,Emergency Srvc Related Charges,EMER_SVC_REL_CHG,Charges for Services,CHGS_FOR_SERVICES
3823,Interest Expense,554130,Other Fixed Charges,554,Non Personnel Services,521
3824,Prking Fees-VarRec-PrkFacilt,435225,Parking Garage-Lot Rentals,435,Rents & Concessions,435
3825,"SFO-PrkingGarge,Lots&Permits",435271,Parking Garage-Lot Rentals,435,Rents & Concessions,435
3826,ITO To 2S-Wmf-War Memorial Fd,595150,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
3827,Apartment License Fee,420931,Other Licenses & Permits,OTH_LIC_PERM,"Licenses, Permits,& Franchises",LIC_PERM_FRAN
3828,Planning - Variance Fees,460192,General Government Services,460,Charges For Services,460
3829,Campaign Disclosure Fines,425510,Ethics Fines,ETHICS_FINE,"Fines, Forfeiture, & Penalties",FINE_FORF_PENAL
3830,ITOTo3CXcf-CityFaciltsCapPrjFd,595190,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
3831,Bond Fee-Public Administrator,460135,General Government Services,460,Charges For Services,460
3832,"Fringe-Hlth City Share, Plan4:Secure Hor",73174,Health Serv Fund-Emply Contrib,469,Charges For Services,460
3833,Sr-Building Inspection,581080,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3834,Rebate Programs,538400,Rebate Programs,538400,City Grant Program,CITY_GR_PROG
3835,Art Commmission Sales,462850,Concerts: Exhibits & Performan,CONC_EXHIB_PRFRM,Charges for Services,CHGS_FOR_SERVICES
3836,Parking Plan Inspection Fees,461123,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
3837,GF-War Memorial,581062,GF-War Memorial,581062,Services Of Other Depts,SVCS_OTHER_DEPTS
3838,CARES DPH PRF Federal Direct,443213,Federal-CARES Act,FED_CARES_ACT,Intergovernmental: Federal,INTER_REV_FED
3839,Commty Facilts Distrct Cfd Tax,410981,Other Property Tax,OTH_PROP_TAX,Property Taxes,PROP_TAX
3840,CBO Services - Budget,538000,CBO Services - Budget,538000,City Grant Program,CITY_GR_PROG
3841,3 Day Passport-Cable Car,466203,Transit Cable Car Revenue,TRANS_CABLE_CAR_REV,Charges for Services,CHGS_FOR_SERVICES
3842,Exp Rec Fr Art Commission (Non-AAO),875AR,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
3843,FosterFamHomeLicsing State-Adm,445102,State-Public Assistance Admin,445,Intergovernmental Rev-State,445
3844,OTI Fr 6I-Tif-Telecomm & Info,493040,Other Operating Transfers In,493,Operating Transfers In,491
3845,Office Equipment,560980,Equipment Purchase,560,Capital Outlay,560
3846,Emergency Assistance - State,445140,State-Public Assistance Admin,445,Intergovernmental Rev-State,445
3847,GF-Civil Service,581260,GF-Civil Service,581260,Services Of Other Depts,SVCS_OTHER_DEPTS
3848,Sundry Business Licenses,420299,Other Business-Prof Licenses,420,Licenses; Permits & Franchises,420
3849,Discount Earned,535820,Other Current Expenses,OTH_CURR_EXP,Non-Personnel Services,NON_PERS_SVCS
3850,REC Permits/Fees,05229,Taxes; Licenses & Permits,552,Non Personnel Services,521
3851,Cws Therapy,536280,Cws Therapy,536280,Aid Assistance,AID_ASSIST
3852,M I Adults I-P Gross Charges,465208,HB Inpatient Revenues,HB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3853,Chn Services,527900,Profess & Specialized Svcs,527,Non Personnel Services,521
3854,Fishing Facility Rent,436660,Port-Fishing Rent,436,Rents & Concessions,435
3855,Insurance Expense,551110,Insurance,INSURANCE,Non-Personnel Services,NON_PERS_SVCS
3856,Exp Rec Fr Adult Probation AAO,486050,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
3857,Biofuel Revenue,479991,Other Non-Operating Revenues,OTH_NONOP_REV,Other Revenues,OTH_REV
3858,Ret Pretax Plus-City PoliceOld,470193,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
3859,Exp Rec Fr Taxicab Commission (AAO),865TY,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
3860,Rehousing Payments,539120,Oth Support & Care of Persons,539,Other Support&Care Of Persons,539
3861,Securities Lending Income,430410,Other Investment Income -Gross,430,Interest & Investment Income,430
3862,Medicare Net Revenue,465901,Net Patient Revenue,465,Charges For Services,460
3863,EmplyePosttaxDeltaDental-Cobra,473301,Health Serv Fund-Emply Contrib,469,Charges For Services,460
3864,Successor Agency Excess For Redistrib.,10915,Other Property Taxes,410,Property Taxes,410
3865,Med Multi Plans-Vision Care,556310,HlthSvcFnd-Other Benefit Exp,HLTH_SVC_OTH_BEN_EXP,Fiduciary-Benefit Payments,FID_BEN_PMT
3866,Electronic Collection-LIB Only,549720,Other Materials & Supplies,549,Materials & Supplies,540
3867,Exp Rec Fr Electricity (AAO),486300,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
3868,Workers'CompI-PContractualAdj,465814,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3869,OTO To 5C-Cleanwater ProgramFd,591310,Other Operating Transfers Out,OTH_OPER_TF_OUT,Transfers Out,OPER_TFR_OUT
3870,Training Costs Paid To Emplye,522010,Travel,521,Non Personnel Services,521
3871,Tow Surcharge Fee,460689,Public Safety Service Charges,460,Charges For Services,460
3872,Board Fees,461181,Planning & Engineering Svcs,461,Charges For Services,460
3873,CAAP-Calm Aid-Cash Aid Lnk Med,537240,CAAP-Calm Aid-Cash Aid Lnk Med,537240,Aid Payments,AID_PMTS
3874,DstrctAttrny-PublcDefndr-Ab109,448918,State - Other,448,Intergovernmental Rev-State,445
3875,SaleOfElectrcty-CtyNon-Wrkordr,468611,Electricity Sales,468,Charges For Services,460
3876,Miscellaneous Terminal Fees,477933,SFO-Miscellaneous,SFO_MISC,Other Revenues,OTH_REV
3877,Lead Base Hazard Reductn Assis,539150,Oth Support & Care of Persons,539,Other Support&Care Of Persons,539
3878,Art Comm Symphony Concerts,462841,Concerts: Exhibits & Performan,CONC_EXHIB_PRFRM,Charges for Services,CHGS_FOR_SERVICES
3879,Exp Rec Fr DPW-AT (AAO),865AT,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
3880,HlthReimb-FlexSpending-Medical,473161,Health Svc Fund-Emp Contr Acti,HLTH_SVC_FUND_EMP_CN,Charges for Services,CHGS_FOR_SERVICES
3881,ITO To 5Q-CleanpowerSF Funds,595328,ITO To 5Q-CleanpowerSF Funds,595328,Intrafund Transfers Out,INTRA_TFR_OUT
3882,False Alarm Response Fee,460629,Public Safety Service Charges,460,Charges For Services,460
3883,Interpreters,526610,Court Fees and Other Comp,COURT_FEES_OTH_COMP,Non-Personnel Services,NON_PERS_SVCS
3884,Newsrack Fees,420370,Road Privileges & Permits,ROAD_PRIV_PERM,"Licenses, Permits,& Franchises",LIC_PERM_FRAN
3885,Golden Gateway Garage,435211,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
3886,ITI Fr 7E-Gif-Gift Funds,495047,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
3887,Reimbursement Of Taxes,477941,SFO-Miscellaneous,477,Other Revenues,475
3888,Medical-Health Plan Providers,556150,HlthSvcFnd-HMO/Dental/Disab,HLTH_SVC_HOM_DNT_DIS,Fiduciary-Benefit Payments,FID_BEN_PMT
3889,Damages-Traffic Signal,460804,Highway Service Charges,460,Charges For Services,460
3890,NC-Employee Paid Disability Insurance,05666,Hlth Svc Fnd-Hmo;Dentl & Disab,557,Fiduciary-Benefit Payments,555
3891,Enhanced payment Program (EPP),466013,State Bill Revenues,STATE_BILL_REV,Charges for Services,CHGS_FOR_SERVICES
3892,Geary Mall Parking Facility,35229,Parking Garage-Lot Rentals,435,Rents & Concessions,435
3893,Small Tools And Intruments,542810,Building & Constructn Supplies,542,Materials & Supplies,540
3894,Fire Building Access Fees,460680,Public Safety Service Charges,460,Charges For Services,460
3895,CbfrsChldAbsePreventnCfda93590,440167,Federal - Pub Assistance Admin,FED_PUB_ASS_ADMIN,Intergovernmental: Federal,INTER_REV_FED
3896,Gain-Loss-SaleOfBldg&Structure,476123,Gain(Loss) On Sales Of FA,476,Other Revenues,475
3897,OTI Fr 2S/PWF-Public Works Fd,493019,Other Operating Transfers In,OTH_OPER_TRNS_IN,Transfers In,OPER_TFR_IN
3898,Emp Retirement Contributions,470199,Retirement Contributions,RET_CONTRIB,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
3899,Health Pretax-Healthnet,73106,Health Serv Fund-Emply Contrib,469,Charges For Services,460
3900,Medi-Cal I-P Gross Charges,465202,HB Inpatient Revenues,HB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3901,Parking Meter Credit Card,435115,Parking Meter Collections,435,Rents & Concessions,435
3902,Hlthy SF W-Out Hcci-C-A-I-PAdj,465859,Revenue Deductions,465,Charges For Services,460
3903,Data ProcessingEq-L-P-OptRenew,562610,Equipmnt Lease-Purch-Opt Renew,562,Capital Outlay,560
3904,Ret Pretax Plus-City Fire Old,470195,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
3905,ITO To 2S/GTF-Gasoline Tax Fd,595070,ITO To 2S/GTF-Gasoline Tax Fd,595070,Intrafund Transfers Out,INTRA_TFR_OUT
3906,OTO To 5T-Hetch Hetchy W&P Fds,591390,Other Operating Transfers Out,OTH_OPER_TF_OUT,Transfers Out,OPER_TFR_OUT
3907,Exp Rec Fr Laguna Honda Hosp (Non-AAO),875HL,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
3908,Supp Asst SB813-Cy Unsecured,410320,Supplemental-Current,410,Property Taxes,410
3909,Independnt Livng ProgFed-Admin,440106,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
3910,MedCannbisDispnsryApplicatnFee,420150,Business Health Licenses,420,Licenses; Permits & Franchises,420
3911,Anesthetic Materials,544110,Hospital;Clinic & Lab Supplies,544,Materials & Supplies,540
3912,ITO To 6I/TIF-DTIS-Telcom&Info,595320,ITO To 6I/TIF-DTIS-Telcom&Info,595320,Intrafund Transfers Out,INTRA_TFR_OUT
3913,Foster Care Transportation,536150,Foster Care Transportation,536150,Aid Assistance,AID_ASSIST
3914,Managed Care - Medi-Cal-I-PAdj,465812,Revenue Deductions,465,Charges For Services,460
3915,GF-Mayor'S - Cdbg,581670,GF-Mayor'S - Cdbg,581670,Services Of Other Depts,SVCS_OTHER_DEPTS
3916,Condo Conversion Reports,461118,Planning & Engineering Svcs,461,Charges For Services,460
3917,HSS Empl Health Plans,473199,Health Serv Fund-Emply Contrib,469,Charges For Services,460
3918,Retiree Contribution-CCD-Dentl,473219,Health Serv Fund-Emply Contrib,469,Charges For Services,460
3919,Sidewalk Flower Markets,420350,Road Privileges & Permits,ROAD_PRIV_PERM,"Licenses, Permits,& Franchises",LIC_PERM_FRAN
3920,Planning-CertOfApprpriateneFee,460193,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
3921,Fed. Homeland Safety Grants-Misc.,44013,Federal Homeland Security,444,Intergovernmental Rev-Federal,440
3922,Gas Tax Prop-111 Sec 2105 City,448914,State - Other,448,Intergovernmental Rev-State,445
3923,ITO To 1G-General Fund,595010,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
3924,Taxi Enforcmnt-PermitHoldrFine,425306,Other Non-Court Fines,425,Fines; Forfeitures & Penalties,425
3925,PB IP Self-pay FC4,465544,PB Inpatient Revenue,PB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3926,OTI Fr 3C/PHF-Publ Health Fac Cap Prj,9303H,Other Operating Transfers In,493,Operating Transfers In,491
3927,GF-Con-Internal Audits,581130,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3928,Fees Licenses Permits,552210,Taxes: Licenses/Permits,TAX_LIC_PERM,Non-Personnel Services,NON_PERS_SVCS
3929,Misc Receipts - Maritime,475991,Port-Other Non-Operating Rev,PORT_OTH_NONOP_REV,Other Revenues,OTH_REV
3930,Exp Rec Fr Cleanwater (AAO),486800,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
3931,GF-Human Rights Commission,581500,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3932,GF-Police Non-Security Svcs,581840,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3933,Exp Rec Fr Hrd-Wc (AAO),486770,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
3934,Electrical,542110,Building/Construction Supplies,BLDG_CNST_SUP,Materials & Supplies,MTL_SUPP
3935,HB OP Jail FC115,465375,HB Outpatient Revenue,HB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3936,"Ret City Share, Misc (Old)",470113,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
3937,OTO To 2S/BIF-Bldg Inspcton Fd,591070,Other Operating Transfers Out,OTH_OPER_TF_OUT,Transfers Out,OPER_TFR_OUT
3938,Capacity Fees,479993,Other Non-Operating Revenues,479,Other Revenues,475
3939,Exp Rec Fr Public Defender (Non-AAO),875PD,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
3940,GF-Disability Access,581164,GF-Disability Access,581164,Services Of Other Depts,SVCS_OTHER_DEPTS
3941,GF-Con-Financial Services,581110,GF-Con-Financial Services,581110,Services Of Other Depts,SVCS_OTHER_DEPTS
3942,Special Item,577511,Special Items-Outflow,SPCL_ITEMS_OUTFLOW,Special Items,SPCL_ITEMS_OUT
3943,Transit Operating AsstnceFed,441101,Fed-Transp/Transit-Opr Assist,FED_TNSP_TRNST_OPR_A,Intergovernmental: Federal,INTER_REV_FED
3944,OTI Fr 2S-Wmf-War Memorial Fd,493021,Other Operating Transfers In,493,Operating Transfers In,491
3945,Sewer Service,532210,Utilities,UTILITIES,Non-Personnel Services,NON_PERS_SVCS
3946,PB OP Jail FC115,465675,PB Outpatient Revenue,PB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3947,Other Managed Care I-P Revenue,465225,Inpatient Revenues,465,Charges For Services,460
3948,Intrafund Capital Assistance,579940,Other Expenses-Non Expend Type,579,Other Expenses-Non Expend Type,575
3949,Temp Nurse Vacation,506040,Temp Nurse Salaries,TEMP_NURSE,Salaries,SALARIES
3950,Taxi Medallion Sales-Driver Fd,420232,Other Business-Prof Licenses,420,Licenses; Permits & Franchises,420
3951,Retiree's Contribution,73214,Health Serv Fund-Emply Contrib,469,Charges For Services,460
3952,HB IP Charity FC114,465274,HB Inpatient Revenues,HB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3953,Car Park Solicitation,460605,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
3954,Patient Payments,465101,Net Patient Revenue,465,Charges For Services,460
3955,Emplye Parking-Oth  City Depts,435235,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
3956,OTI Fr 2S/GSF-General Svcs Fd,493009,Other Operating Transfers In,OTH_OPER_TRNS_IN,Transfers In,OPER_TFR_IN
3957,Fire Inspection Fees,460668,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
3958,LIB Services-Visitors Card,462596,Library Services,LIB_SVC,Charges for Services,CHGS_FOR_SERVICES
3959,California Children Services,448930,State-Other,STATE_OTHER,Intergovernmental: State,INTERGOV_REV_ST
3960,Cap - State Transit Assistance,449204,Other-Transp-Trans-Cap Assist,449,Intergovernmental Rev-Other,449
3961,Health Service - Other,515990,Health Service,515,Mandatory Fringe Benefits,513
3962,Registry - Nurses,527870,Profess & Specialized Svcs,527,Non Personnel Services,521
3963,Reproduction,461111,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
3964,Medicare I-P Contractual Adj,465802,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3965,Adoptions(Fed-Aid),440203,Federal-Public Assistance Prog,440,Intergovernmental Rev-Federal,440
3966,Exp Rec Fr Chld Supprt SvcsAAO,486170,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
3967,Options For Recovery Services,536200,Options For Recovery Services,536200,Aid Assistance,AID_ASSIST
3968,OTO To 6I-Csf-Central Shop Fd,591420,Other Operating Transfers Out,593,Operating Transfers Out,591
3969,M I Adults E-R Gross Charges,465408,Emergency Room Revenues,465,Charges For Services,460
3970,Gain-Loss-Sale Of Land,476111,Gain/Loss on Sales of FA,GL_SALES_OF_FA,Other Revenues,OTH_REV
3971,Jet Bridge Fees,467141,SFO-Flight Operations,SFO_FLGHT_OPS,Charges for Services,CHGS_FOR_SERVICES
3972,Healthy SF W-Hcci-O-PGrossChrg,465228,HB Inpatient Revenues,HB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3973,PB IP MCare FC2,465542,PB Inpatient Revenue,PB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3974,City Share-EPC(Rev) Uniform Empl,70122,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
3975,Exp Rec Fr Public Works (Non-AAO),875PW,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
3976,Insurance Proceeds-Fixed Asset,476902,Insurance Proceeds,INSUR_PROCEEDS,Other Revenues,OTH_REV
3977,OTI Fr 5C-Cleanwater ProgramFd,493028,Other Operating Transfers In,493,Operating Transfers In,491
3978,ITO To 2S-Cfc-Childrn&Famil Fd,595060,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
3979,City Jail O-P Contractual Adj,465819,Revenue Deductions,465,Charges For Services,460
3980,US Navy Cooperative Agreement,444940,Federal - Other,FED_OTHER,Intergovernmental: Federal,INTER_REV_FED
3981,Music Concerts,525110,Entertainment and Promotion,ENT_PROMO,Non-Personnel Services,NON_PERS_SVCS
3982,IP Adj Comm Non-HMO FC106,465766,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3983,Ef-SFGH-Others,581530,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3984,Mechanical Plan Review,461150,Planning & Engineering Svcs,461,Charges For Services,460
3985,Atty Fees-Public Administrator,460134,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
3986,Sewer Svcs - Non Residential,463107,Sanitation Svc Charges,SANIT_SVC_CHG,Charges for Services,CHGS_FOR_SERVICES
